html_filename,image1,image2,image3,image4,product_title,short_description,price,Product,Category,Brand,Color,Technology,Weight,Charge Time,Play Time,Water Resistance,Warranty,label,description2,Frequency,Range,Cable Length,Cost,Model,Colour,Connection,Connector-type,LED,Microphone size,MRP,Price,Product name,Channel,Plug type,Driver size,Cable length,Freq. range,Speaker Sensitivity,Microphone Sensitivity,Impedance,Directivity,Size,Selling Price,Driver Size,,Bluetooth Version,Microphone,Frequency Response,Charging Time,Total battery Life,Additional Features,Battery,Dimensions,Frequency Range,Insurance,Show_countdown,System Required,Product Name,Series,Item model number,Item weight,Product Dimensions,Batteries
havit-h100d-wired-portable-folding-headphone.html,https://www.neostore.com.np/assets/uploads/225.jpg,https://www.neostore.com.np/assets/uploads/120.jpg,https://www.neostore.com.np/assets/uploads/225.jpg,https://www.neostore.com.np/assets/uploads/120.jpg,Havit H100d Wired portable folding headphone,"Model: HV-H100d 3.5mm Portable Folding Single Port, 40mm Speaker 32ohm Impedance Sensitivity : 102dB","Current Price: Rs.1,700, Original Price: Rs.",Havit H100d Wired portable folding headphone,Headphone,Havit,Black,Wired,200 Grms,-,-,-,1 Year,,,20Hz~ 20kHz,-,1.2 Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
havit-h2590bt-headwear-headset.html,https://www.neostore.com.np/assets/uploads/H2590BT.jpg,https://www.neostore.com.np/assets/uploads/H2590BT_3.jpg,https://www.neostore.com.np/assets/uploads/H2590BT_2.jpg,https://www.neostore.com.np/assets/uploads/H2590BT.jpg,Havit H2590BT Headwear headset,"Stylish comfortable headphones with bluetooth connection, The ability to listen to music or favorite audiobooks from a Micro CD card, the headphones are also equipped with an Fm receiver, and an AUX line input, The convenient location of the control buttons will delight the user. Microphone design: Built-in headphone housing, Microphone directivity: Omnidirectional, It has multimedia controllers and a button to answer calls.","Current Price: Rs.2,300, Original Price: Rs.",Havit H2590BT Headwear headset,Headphone,Havit,Black,Wireless,245 Grams,2-3 H,3-4 H,n/a,1 Year,,,20Hz~ 20kHz,-,Wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hifuture-future-mate-headphones.html,https://www.neostore.com.np/assets/uploads/441.jpg,https://www.neostore.com.np/assets/uploads/3310.jpg,https://www.neostore.com.np/assets/uploads/1110.jpg,https://www.neostore.com.np/assets/uploads/2210.jpg,Hifuture Future Mate Headphones,"Product Type: Open Ear Headset Wireless Version: Wireless 5.3 Build-in Microphone: Yes ENC: Yes, 2mics ENC Speaker Rated power: 50MW Music Playback Hours: Up to 8 Hours Battery Type: Li-ion Polymer Battery 100mAh Charing time: 2 hours Water resistance: IPX5","Current Price: Rs.2,999, Original Price: Rs.",,Headphone,Hifuture,"Black, White and Red",wireless,,,,,1 Year,," Clarity during calls is a necessity. FutureMate is loaded with a 2-mic calling ENC system that lets you manage calls with a premium-quality audio experience and keeps you avoided from background noises. Active all-day FutureMate open ear headphone have high-sensitivity technology battery efficiency. The device stays active for up to 8 hours of quick charging and lets you enjoy music and attend calls anytime and anywhere. Open-Ear Comfort Perfect size for your best fit, with our signature open-ear design for all-day comfort. Go for the glory, without thinking about the device coming out. Your perfect Secure Fit Open up to your perfect training partner. A perfect design for any sports enthusiast who wants to be aware of the outer world even while listening to their favourite music. FutureMate is critically involved with IPX5 waterproof technology. No matter, if you accidentally or intentionally come into contact with water or dust, the device will still be active full-fledged and never let your expectations go down. Stable Connectivity The world is working without wires. FutureMate’s Wireless 5.3 gives you the level of connectivity to participate in calls without worrying about lag instability. The range efficiency is seamlessly measured up to 10 metres.",20Hz-20Khz,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imperion-g70-galaxian-virtual-7-1-usb-gaming-headset-hs-g70r.html,https://www.neostore.com.np/assets/uploads/HS-G70R_2.jpg,https://www.neostore.com.np/assets/uploads/HS-G70R.jpg,https://www.neostore.com.np/assets/uploads/HS-G70R_2.jpg,https://www.neostore.com.np/assets/uploads/HS-G70R.jpg,Imperion G70 Galaxian Virtual 7.1 USB Gaming Headset HS-G70R,Speaker Diameter - 50 mm Impedance - 32 Sensitivity 108dB +/- 3dB Frequency range - 20Hz-20KHz Directivity - Omnidirectional Cable Length - 2.2m,"Current Price: Rs.4,500, Original Price: Rs.",,Headphone,Imperion,Black,Wired,,,,,1 Year,, ,20Hz-20KHz,,2.2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imperion-g80-chrono-professional-gaming-headset-hs-g80.html,https://www.neostore.com.np/assets/uploads/HS-G80_3.jpg,https://www.neostore.com.np/assets/uploads/HS-G80_2.jpg,https://www.neostore.com.np/assets/uploads/HS-G80.jpg,https://www.neostore.com.np/assets/uploads/HS-G80_3.jpg,Imperion G80 Chrono Professional gaming Headset HS-G80,Speaker Diameter- 50mm Impedance: 32 +/- 10% Sensitivity- 103+/- 3dB Frequency Range - 20Hz-20Khz Cable length- 2200 +/- 15% in mm,"Current Price: Rs.4,900, Original Price: Rs.",,Headphone,Imperion,Black,Wired,,,,,1 Year,,  ,20Hz-20Khz,,2.2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jbl-tune-520bt-wireless-headphone.html,https://www.neostore.com.np/assets/uploads/520BT_3.jpg,https://www.neostore.com.np/assets/uploads/520BT_4.jpg,https://www.neostore.com.np/assets/uploads/520BT_2.jpg,https://www.neostore.com.np/assets/uploads/520BT.jpg,JBL Tune 520BT Wireless Headphone,JBL Pure Bass Sound Wireless Bluetooth 5.3 technology Customize your listening experience,"Current Price: Rs.8,500, Original Price: Rs.",JBL Tune T520BT Wireless Headphone,Headphone,JBL,Black and Blue,Wired Headset,280 g,2 Hours,57 Hours,-,1 Year,," JBL Pure Bass Sound The JBL Tune 520BT feature the renowned JBL Pure Bass sound, the same that powers the most famous venues all around the world.  BT 5.3 Wirelessly stream high-quality sound from your smartphone without messy cords with the help of the latest Bluetooth technology.  Lightweight, comfortable & foldable design The lightweight materials and soft ear cushions with a padded headband make the headphones comfortable to wear for extended periods. The foldable design makes it convenient for you to carry your headphones anywhere and anytime you want music.  Speed Charge A quick 5-minute recharge gives you 3 additional hours of music.  33mm Drivers 33mm Drivers deliver the JBL Pure Bass Sound and let you tune out for hours on end.  Voice Assistant Activate the voice assistant of your device by pushing the multi-function button.  ",20 Hz – 20 kHz,10m,wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jbl-tune-720bt-wireless-headphones.html,https://www.neostore.com.np/assets/uploads/720bt_3.jpg,https://www.neostore.com.np/assets/uploads/720bt.jpg,https://www.neostore.com.np/assets/uploads/720bt_2.jpg,https://www.neostore.com.np/assets/uploads/720bt_3.jpg,JBL Tune 720BT Wireless Headphones,JBL Pure Bass Sound Wireless Bluetooth 5.3 technology Customize your listening experience,"Current Price: Rs.9,900, Original Price: Rs.",JBL Tune 720BT Wireless Headphones,Headphone,JBL,"Black, Blue",Wired Headset,280 g,2 Hours,76 Hours,-,1 Year,," JBL Pure Bass Sound The JBL Tune 720BT utilizes the renowned JBL Pure Bass sound, the same technology that powers the most famous venues all around the world.  UP TO 76H BATTERY LIFE: Get the most out of your entertainment with up to 76 hours of wireless listening pleasure, and easily recharge the battery in as little as 2 hours using the convenient Type-C USB cable.   Playtime Listen wirelessly for up to 76 hours  Folding Design The foldable design makes it convenient for you to carry your headphones anywhere and anytime you want music.  Bluetooth 5.3 Stream high-quality sound from your smartphone without messy cords, with the help of the latest Bluetooth technology. ",20 Hz – 20 kHz,10m,wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jbl-tune-720bt-wireless-over-ear-headphones.html,https://www.neostore.com.np/assets/uploads/JBL_Tune_720BT_3.jpg,https://www.neostore.com.np/assets/uploads/JBL_Tune_720BT_4.jpg,https://www.neostore.com.np/assets/uploads/JBL_Tune_720BT_2.jpg,https://www.neostore.com.np/assets/uploads/JBL_Tune_720BT.jpg,JBL Tune 720BT Wireless Over-Ear Headphones,"The JBL Tune 720BT headphones stream powerful JBL Pure Bass sound thanks to the latest 5.3 BT technology. Easy to use, these headphones provide up to 76 hours of pure pleasure and an extra 3 hours of battery with just 5 minutes of charge. Download the free JBL Headphones App and customize your sound through the EQ, while Voice Prompts guide you through the headphones features. Manage calls, sound and volume from the earcup, thanks to the convenient button controls. If a call comes in while you are watching a video on another device, the JBL Tune 720BT seamlessly switches to your mobile device, so you never miss a call. Lightweight and comfortable even after hours of listening, the JBL Tune 720BT headphones fold flat in your backpack to follow you everywhere.","Current Price: Rs.9,500, Original Price: Rs.9,900",,,JBL,,,220g,,,Yes,1 Year,," JBL Pure Bass Sound The JBL Tune 720BT utilizes the renowned JBL Pure Bass sound, the same technology that powers the most famous venues all around the world.  Features",,,,,Tune Flex,,,,,,,,,,,,,,,,32 Ohms,,,,40mm,,v5.2,1,"20 Hz - 20,000 Hz",2 Hours,76 Hours,Foldable,,,,,,,,,,,,
logitech-computer-usb-headset-h390.html,https://www.neostore.com.np/assets/uploads/h390_1.jpg,https://www.neostore.com.np/assets/uploads/h390_2.jpg,https://www.neostore.com.np/assets/uploads/h390_one.jpg,https://www.neostore.com.np/assets/uploads/h390_1.jpg,Logitech Computer USB Headset | H390,Experience clear internet calls a with simple plug-and-play USB connection and a noise-canceling mic with Logitech H390. The rigid design with the left-sided mic boom is moveable and can be tucked out of the way when you're not using it. In-line controls on your Logitech H390 let you control volume or mute without interrupting calls. Laser-tuned drivers deliver enhanced digital audio from your favorite music and games.,"Current Price: Rs.7,790, Original Price: Rs.8,200",Computer Headset H380,Headphones,Logitech,Pink,Wired,0.197 Kg,N/a,N/a,N/a,1 Year,,"Logitech H390 USB Headset | Crystal Clear Sound & Easy Control With a noise-canceling mic and a simple plug-and-play USB-A connection, enjoy smooth internet calls. You can adjust the volume or mute without interrupting a call with in-line controls. USB Computer Headset For voice calls, Skype, webinars, and more, this is the ideal business headset in addition, the 7.64-foot (233-centimeter) cable is exactly long enough to let you get up and stretch during extended chats. Digital Stereo Sound Laser-tuned drivers provide better digital audio for music, games, and phone conversations. This plug-and-play headset may be used with any PC or Mac computer that has a USB-A connection or adapter without the need to install software. Noise Canceling Microphone Reduces unwanted background noise, allowing for clearer discussions and the use of a stiff, left-sided mic for improved speech recording. When the movable boom is not in use, it may be stored. In-Line Control Simple in-line controls on the headset wire allow you to change the volume or mute calls without interrupting the conversation. Padded Headband & Ear Cups The adjustable headband of Logitech H390 USB Headset contains swivel-mounted leatherette ear cushions for hours of comfort, and it's also easy to clean. USB Connection Logitech H390 USB Headset allows for simple plug-and-play functionality where you can simply connect the USB-A connector to your computer and you're ready to communicate, listen to music, or play games. Simple Working Tool Simple, effective techniques that help you win at business – even at home. Complete your setup with the correct keyboard, mouse, headset, and camera for improved typing and navigation, as well as superior audio and video—so you can tackle almost any activity from the comfort of your own home. Checkout similar options Here",20 Hz - 20 kHz,N/a,2.33 m,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logitech-g331-stereo-gaming-headset.html,https://www.neostore.com.np/assets/uploads/G331_3.jpg,https://www.neostore.com.np/assets/uploads/G331.jpg,https://www.neostore.com.np/assets/uploads/G331_2.jpg,https://www.neostore.com.np/assets/uploads/G331_3.jpg,Logitech G331 Stereo Gaming Headset,"Logitech G331 Stereo Gaming Headset comes with 50 mm drivers and 6 mm flip-to-mute mic produce big sound to get you into the game. Works with PC, Mac, most consoles and mobile devices via 3.5 mm cable.","Current Price: Rs.10,355, Original Price: Rs.10,900",Logitech G331 Stereo Gaming Headset,Headphone,Logitech,Black,wired,280 g,n/a,n/a,,1 Year,," 50 MM DRIVERS Big 50 mm audio drivers produce a complete, expansive sound for a more immersive gaming experience. Your favorite games will finally sound the way they’re supposed to: Amazing. BE HEARD LOUD AND CLEAR 6 mm mic makes sure your squadmates can hear you. Flip-to-mute boom silences you when you don’t want to be heard. ONE HEADSET, ALL PLATFORMS Your headphones work with your PC or Mac or with gaming consoles including PlayStation 4, Xbox One, Nintendo Switch, and mobile devices via 3.5 mm cable. BUILT FOR COMFORT AND ENDURANCE Everything about these headphones is about comfort: The deluxe lightweight leatherette ear cups and headband are made to keep pressure off your ears. Ear cups rotate up to 90 degrees for convenience. Conveniently and quickly adjust volume on any platform with the ear-cup mounted volume wheel.  HEAR IT FIRST. HEAR IT ALL. Harness the power of Artificial Intelligence to deliver truly immersive sound experiences uniquely crafted for your ears. With Immerse, you hear the precise location of enemy footsteps and reload sounds; you have the advantage of hearing your enemies before they hear you. The Close Combat feature brings you right into the action as you feel bullets whiz by. Bring the power of Immerse to your Logitech G headset and turn your ears into lethal weapons.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logitech-g435-ultra-light-wireless-bluetooth-gaming-headset.html,https://www.neostore.com.np/assets/uploads/g435.jpg,https://www.neostore.com.np/assets/uploads/g435_2.jpg,https://www.neostore.com.np/assets/uploads/g435_5.jpg,https://www.neostore.com.np/assets/uploads/g435_4.jpg,Logitech G435 Ultra-Light Wireless Bluetooth Gaming Headset,Play games and music with featherlight comfort and powerful and clean sound. Dual beamforming mics reduce background noise. Connect to your devices via gaming-grade LIGHTSPEED wireless and Bluetooth,"Current Price: Rs.15,390, Original Price: Rs.16,200",Logitech G435 Ultra-Light Wireless Bluetooth Gaming Headset,Headphone,Logitech,"Black & Neon Yellow, Off White &Lilac",Wireless,165 g,2 Hours,18 Hours,,1 Year,,"PLAY NEVER ENDS Play games, play music, and play with friends. G435 Gaming Headset connects to your PC, phone, and other devices through gaming-grade LIGHTSPEED wireless and Bluetooth. It delivers powerful and clean sound while beamforming mics reduce background noise. It’s also made with a minimum of 22% post-consumer recycled plastic. Play never ends with G435. OUR MOST SUSTAINABLE GAMING HEADSET YET  From design to production to delivery, we used recycled plastic wherever possible, created responsible packaging, and made G435 certified CarbonNeutral. MADE WITH RECYCLED PLASTIC - The plastic parts in G435 include a minimum of 22% certified post-consumer recycled plastic by weight.   LIGHTSPEED WIRELESS LIGHTSPEED is gaming-grade wireless that lets you play with high-performance audio response, strong connectivity, and long battery life. All with up to 10 meters in range. You can use LIGHTSPEED on PC, Mac, PlayStation® 4, and PlayStation 5 BLUETOOTH WIRELESS When you want to connect G435 to another device, you can still play at high speeds with low-latency Bluetooth. And of course, you can also listen to music and talk to friends. If you’re the proud owner of a G435 headset, you might be due for an update that will allow Bluetooth pairing with your Nintendo Switch. 18 HOURS OF PLAY TIME Whether you’re gaming or listening to music, you’ll be able to enjoy your wireless experience for 18 hours on a full charge. LIGHTWEIGHT COMFORT Weighing in at only 165 grams, G435 is lightweight and comfortable enough to wear all day. DOWN TO SIZE G435 fits a wide range of players but is optimized for the comfort of younger players and those with smaller heads.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logitech-h110-pc-stereo-headset.html,https://www.neostore.com.np/assets/uploads/uploads/2020/08/200.jpg,https://www.neostore.com.np/assets/uploads/H110_.jpg,https://www.neostore.com.np/assets/uploads/H110_2.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/08/200.jpg,Logitech H110 Pc Stereo Headset,For computers that utilize separate 3.5 mm microphone-in and audio-out ports. Simple and effective for everyday use and compatible with most operating systems and platforms. Get just what you need to hear and be heard clearly.,"Current Price: Rs.1,710, Original Price: Rs.1,800",,,,,,,,,,1 Year Warranty,,"Logitech H110 PC Stereo Headset For Better & Clear sound Quality The Logitech H110 Headset is a dependable stereo headset for daily use. The headphone has a rotating microphone and a headband that can be adjusted. With this headphone, we can guarantee that you'll only hear what you need to hear, and you'll be heard clearly. Check out the features below in detail. STEREO SOUND Enjoy crystal-clear sound for music, games, and phone calls. Logitech H110 Headset, a dependable stereo headset for everyday tasks, such as video conversations with family or coworkers. Similar Product: Logitech H111 Stereo Headset ROTATING MICROPHONE The boom can be worn on either the left or right side by rotating it 180 degrees. To increase voice capture and reduce background noise, a flexible microphone can be employed. When Boom isn't in use, it may be tucked out of the way. ADJUSTABLE HEADBAND A wide range of adjustments is available on this sturdy yet lightweight stereo headset. Ear covers made of ultra-soft foam provide hours of comfort. DUAL PLUG CONNECTION Connects to PCs that have separate microphone-in and audio-out 3.5 mm audio connectors. Not compatible with Chromebook™, tablets, or Mac.                                                                                    Neostore, the best Electronics eCommerce in the entire nation.",,,1.8m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,162 mm x 144 mm x 46 mm,100Hz - 16kHz,-,Yes,Works with Common calling applications across almost all platforms and operating systems. Analog connection with 3.5mm audio in and audio out jacks,,,,,,
logitech-h111-stereo-headset.html,https://www.neostore.com.np/assets/uploads/uploads/2020/08/29.jpg,https://www.neostore.com.np/assets/uploads/H110_1.jpg,https://www.neostore.com.np/assets/uploads/H110_21.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/08/29.jpg,Logitech H111 Stereo Headset,"The simple way to start talking when using computers, smartphones, and tablets. Features a standard 3.5mm audio jack and is compatible with most operating systems and platforms. Get just what you need to hear and be heard clearly.","Current Price: Rs.1,710, Original Price: Rs.1,800",,,,,,,,,,1 Year Warranty,,"AN AFFORDABLE HEADSET FOR ALL YOUR DEVICES When utilizing computers, smartphones, or tablets, this is a simple way to start chatting. The Logitech H111 Stereo Headset contains a 3.5mm audio connection and works with a variety of operating systems and platforms. Furthermore, You'll be able to clearly hear and be heard, and you'll be able to hear just what you need. STEREO SOUND Enjoy crystal-clear sound for music, games, and phone calls. Additionally, a dependable Logitech H111 Stereo headset is for everyday tasks, such as video conversations with family or coworkers. Enjoy the real-time experience while video calling with family or colleagues. ROTATING MICROPHONE The boom may be rotated 180 degrees to be worn on either the left or right side. Likewise, a flexible microphone can help you record more voices while decreasing background noise. When Boom isn't in use, it may be stowed away.                                         Similar Product: Logitech H110 Pc Stereo Headset ADJUSTABLE HEADBAND A wide range of adjustments is available on this sturdy yet lightweight stereo headset. Especially, ear cushions made of ultra-soft foam provide hours of comfort. 3.5MM AUDIO JACK CONNECTION You're ready to talk as soon as you insert the 3.5mm H111 Headset jack into your computer, smartphone, or tablet. System Requirement Windows®, macOS, or Chrome OS™ and popular calling platforms. Certified Works With Chromebook™. Dimension Package Contains Stereo Headset and User documentation",,,2.5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,Yes,-,,,,,,
logitech-headset-pc-h151-stereo-black.html,https://www.neostore.com.np/assets/uploads/uploads/2020/12/Logitech-Headset-PC-H151-Stereo-BLACK.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/12/Logitech-Headset-PC-H151-Stereo-BLACK1.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/12/Logitech-Headset-PC-H151-Stereo-BLACK3.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/12/Logitech-Headset-PC-H151-Stereo-BLACK4.jpg,Logitech Headset PC H151 Stereo BLACK,"EASY-TO-USE HEADSET THAT SOUNDS GREAT ON ALL YOUR DEVICES Essential stereo headset works on all operating systems and platforms via the standard 3.5mm audio jack connection. Just plug your headset into the 3.5mm port on your computer, tablet or smartphone and it’s ready to go. In-line controls let you control volume or mute calls without disruption. Convenient noise-cancelling microphone reduces background noise.","Current Price: Rs.2,870, Original Price: Rs.3,020",,,,,,,,,,,,"Full stereo sound for crisp, clear voice and video calls, music, games, and more. An essential stereo headset for either personal use or the office. ROTATING MICROPHONE Boom can rotate 180° to be worn on the left or right. A flexible mic can be positioned for better voice capture and background noise reduction. Boom can be tucked out of the way when you’re not using it. IN-LINE CONTROLS Convenient in-line controls on the headset cord let you adjust the volume or mute calls without disruption. ADJUSTABLE HEADBAND The sturdy yet lightweight stereo headset has a broad range of adjustments. Ultra-soft foam ear cushions provide hours of comfort. 3.5MM AUDIO JACK CONNECTION Simply plug the 3.5mm audio jack into your computer, smartphone or tablet and you’re ready to talk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logitech-usb-headset-h340.html,https://www.neostore.com.np/assets/uploads/h340_3.jpg,https://www.neostore.com.np/assets/uploads/h340.jpg,https://www.neostore.com.np/assets/uploads/h340_2.jpg,https://www.neostore.com.np/assets/uploads/h340_3.jpg,Logitech USB Headset H340,Weight Lightweight design USB Input Jack Bi-directional Microphone Ultra-strong and durable materials USB Computer Headset Clear and stable call,"Current Price: Rs.5,500, Original Price: Rs.5,790",H340,Headphone,Logitech,Black,Wired,100 Grams,-,-,-,1 Year,,"Versatile Digital Audio For Everyday Tasks With a simple plug-and-play USB-A connection, this is the ideal everyday headset. For VOIP and Skype calls, a noise-canceling microphone eliminates background noise and offers clear digital audio. USB Computer Headset This Logitech USB Headset H340 is suitable for use with voice calls, Skype, webinars, and other activities. During long chats, the 180 cm cable is just the appropriate length to allow you to stand up and stretch. Digital Stereo Sound Enjoy crystal clear audio when listening to music, playing games, or making phone conversations. Without the need to install software, this plug-and-play headset may be used with any PC or Mac computer that has a USB-A connection or converter. Noise Canceling Mic To improve voice capture and eliminate background noise, utilize a correct microphone. The boom may be tucked within the headband and out of the way when not in use. Adjustable Headband Hours of listening comfort are provided by a lightweight headband with swivel-mounted foam ear cushions. USB-A Connection Logitech USB Headset H340 USB allows for simple plug-and-play functionality. Simply connect the USB-A connector to your computer and start talking, listening to music, or playing games.",20Hz~ 20kHz,-,1.8 Meter,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micropack-ares-7-1-surround-rgb-gaming-headset-gh-03.html,https://www.neostore.com.np/assets/uploads/GH-03_2.jpg,https://www.neostore.com.np/assets/uploads/GH-03.jpg,https://www.neostore.com.np/assets/uploads/gh-03_3.jpg,https://www.neostore.com.np/assets/uploads/GH-03_2.jpg,Micropack ARES 7.1 Surround RGB Gaming Headset GH-03,"• 50mm Speaker Diameter: Powerful strong bass sound.
• RGB Light: 7 colors of lights converted aromatically.
• 7.1 Surround: Immersive 7.1 surround sound for positional audio.
• Leather Earcap: Soft-cushioned pads wrapped in PU leather,closed, over-ear design.
• Self-Adjustable Headband: Easy to fit for head in comfortable.","Current Price: Rs.3,650, Original Price: Rs.",Micropack ARES 7.1 Surround RGB Gaming Headset GH-03,Headphone,JBL,Black,Wired Gaming headset,n/a,-,-,-,n/a,," 50mm Speaker Diameter: Powerful strong bass sound.
RGB Light: 7 colors of lights converted aromatically.
7.1 Surround: Immersive 7.1 surround sound for positional audio.
Leather Earcap: Soft-cushioned pads wrapped in PU leather,closed, over-ear design.
Self-Adjustable Headband: Easy to fit for head in comfortable.",20 Hz – 20 kHz,n/a,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapoo-vh710-virtual-7-1-channels-gaming-headset.html,https://www.neostore.com.np/assets/uploads/vh710_2.jpg,https://www.neostore.com.np/assets/uploads/vh710_3.jpg,https://www.neostore.com.np/assets/uploads/vh710.jpg,https://www.neostore.com.np/assets/uploads/vh710_2.jpg,Rapoo VH710 Virtual-7.1 Channels Gaming Headset,Weight Lightweight design USB Input Jack 50mm Driver sound unit 16 million Backlit Color Virtual 7.1 channel audio output Ultra-strong and durable materials Noise ratio  ENC single microphone de-noising function Clear and stable call,"Current Price: Rs.4,190, Original Price: Rs.5,990",VH710,Headphone,Rapoo,Black,Wired,300 Grams,-,-,-,1 Year,,"Rapoo VH710 Virtual-7.1 Channels Gaming Headset output gives a great surround sound experience. This gaming headset features an ENC single microphone de-noising technology. As well as a clear and steady call and ultra-strong and durable materials. Lightweight Design Rapoo VH710 has a noise-isolating over-ear design with soft and comfortable earcups. Additionally, lightweight design with a headband suspension mechanism for superior comfort. Customize Voice mode The Rapoo VH710 Virtual-7.1 Channels Gaming Headset has a proprietary driver configuration interface that allows you to change sound modes to your liking. So, if you have enough strength and immediate power, you may enjoy the game's appeal. Crisp Sound Quality It boasts a huge 50mm drive unit that provides plenty of power and quick explosive power. As a result, it can recognize the enemy's path at any time during the massive gaming scenario. The Rapoo VH710 Headset's immersive gaming appeal may be experienced with closed earmuffs. Noise Reduction Microphone The Rapoo VH710 Gaming Headphone comes with a 360° incredibly sensitive omnidirectional noise reduction microphone. The Rapoo VH710 has a simple and flexible command. This also has excellent background noise suppression and real-time communication with coworkers. For other latest gadgets, please visit Neostore.",20Hz~ 20kHz,-,120cm,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remax-wireless-gaming-headphone-rb-750hb.html,https://www.neostore.com.np/assets/uploads/uploads/2021/08/3-3.jpg,https://www.neostore.com.np/assets/uploads/uploads/2021/08/2-4.jpg,https://www.neostore.com.np/assets/uploads/uploads/2021/08/1-4.jpg,https://www.neostore.com.np/assets/uploads/uploads/2021/08/3-3.jpg,Remax Wireless-Gaming Headphone | RB-750HB,"Remax RB-750HB Earmuffs are made of protein-imitated leather that is comfortable and breathable for long-term use. Pressure-free wearing with a self-adjustable fine-tuning telescopic head beam. It may be used in a wired or wireless manner, and it can be wirelessly connected to your phone or computer.","Current Price: Rs.3,000, Original Price: Rs.",RB-750HB,Headphones,Remax,Black | Blue,Wireless,N/a,2.5Hrs,3-4Hrs,N/a,6 Months,,"Lightweight The Remax Wireless Headphone RB-750HB is light in weight but strong and flexible. It has been tested extensively to confirm that it can resist the needs of hearing and is thus dependable. Simple and lightweight, it may be used as both a wired and wireless headset. Comfortable Design Ergonomic design, soft earmuffs with protein leather simulating texture, pleasant and balanced to wear, long-term wearing without discomfort, adaptive fine-tuning retractable design, no need to worry about chucks when wearing, and listening to music is more comfortable. Sound Quality The sound of a human voice with a clean mouth and teeth is clear, loud, and clean at a high frequency. In the second detail, the RB-750HB debugging out of the three-frequency consistent sound quality. The built-in mic is perfect for VoIP or gaming. Moreover, it allows the receiver to clearly hear your speech. Noise Reduction A highly sensitive omnidirectional noise reduction microphone is included in the Remax Gaming Headphone RB-750HB. And also you can easily adjust the microphone angle. Remax's design gives you a clear and flexible command, as well as effective background noise reduction and real-time communication with colleagues. Exceptional Audio Remax gaming headset RB-750HB features a dynamic speaker driver unit with a 40mm diaphragm. It includes a huge dynamic unit structure, brilliant pitch, and powerful low frequency. So, this allows you to feel the beat of each song. You'll like the game experience of listening to the position and taking the opportunity. Volume control The Remax gaming headset RB-750HB has a volume control function. So, this eliminates the need to manually adjust your audio from your workstation. Compatible Remax wireless gaming headphone RB-750HB is compatible with all the IOS and Android devices. Wireless Connection In addition to receiving wireless Bluetooth 5.0 transmission, the device's core has been updated. It helps to transmit data at a distance of 10 to 15 meters. Transmission is faster, battery consumption is lower, and connections are more stable.",20Hz~ 20kHz,Up to 10M,N/a,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
